,Twitter Account,Tweet Date,Tweet,Compound,Positive,Neutral,Negative,Tweets Ago
87,@FoxNews,Sat Jun 23 02:32:00 +0000 2018,Pennsylvania man who slashed newborn's face and neck gets up to 52 years in prison. https://t.co/pUXYNp29Ya,-0.6369,0.0,0.729,0.271,88
88,@FoxNews,Sat Jun 23 02:25:00 +0000 2018,Ohio man finds black widow spider crawling in store-bought broccoli https://t.co/FxCwtibSjs,0.0,0.0,1.0,0.0,89
89,@FoxNews,Sat Jun 23 02:20:00 +0000 2018,Cynthia Nixon reveals her oldest child is transgender. https://t.co/ZrSBQ8LbGo,0.0,0.0,1.0,0.0,90
90,@FoxNews,Sat Jun 23 02:15:00 +0000 2018,Astronaut Ricky Arnold snaps a selfie from the International Space Station. https://t.co/fCj74y5LEY,0.0,0.0,1.0,0.0,91
91,@FoxNews,Sat Jun 23 02:08:58 +0000 2018,FBI agent Peter Strzok subpoenaed to testify by House Judiciary Committee. https://t.co/NWN6p8jJsB,0.0,0.0,1.0,0.0,92
92,@FoxNews,Sat Jun 23 01:46:54 +0000 2018,"Charles Krauthammer once described his writing process: ""I have a horror of the blank page. But once I'm editing, i… https://t.co/06jjGw0O2B",-0.5719,0.0,0.837,0.163,93
93,@FoxNews,Sat Jun 23 01:31:19 +0000 2018,".@MassStatePolice posted photos of this special delivery on Facebook with the title “What Could Go Wrong""… https://t.co/Sa6y1BwprH",0.481,0.163,0.837,0.0,94
94,@FoxNews,Sat Jun 23 01:20:19 +0000 2018,Hyperloop: The future of high-speed travel? https://t.co/9noWlX43YG,0.0,0.0,1.0,0.0,95
95,@FoxNews,Sat Jun 23 01:12:40 +0000 2018,Air Force training flight down in New Mexico: one crew member injured; another's condition unknown https://t.co/DWUvIKvYxG,-0.4019,0.0,0.847,0.153,96
96,@FoxNews,Sat Jun 23 01:08:04 +0000 2018,"On ""The Story,"" Angel mom Agnes Gibboney decried critics of the Trump administration's adherence to immigration law… https://t.co/GxWVMX6upi",-0.296,0.0,0.885,0.115,97
97,@FoxNews,Sat Jun 23 00:59:16 +0000 2018,".@PJK4brainhealth on talks of recreational marijuana legalization: ""It's going to be the public health that pays th… https://t.co/SydRNYVzAm",0.0,0.0,1.0,0.0,98
98,@FoxNews,Sat Jun 23 00:58:40 +0000 2018,"National Border Patrol Council President Brandon Judd: ""We're enforcing the law in a very humane way...and we're do… https://t.co/FYkc7sXcDo",0.0,0.0,1.0,0.0,99
99,@FoxNews,Sat Jun 23 00:50:56 +0000 2018,"Sen. @MarcoRubio: ""We shouldn't be transferring any technology [to Chinese companies]."" #Tucker https://t.co/wuJuX04fr9",0.0,0.0,1.0,0.0,100
